24.200 0.371 22.500
24.750 0.383 57.200
27.500 0.442 28.000
28.050 0.454 36.900
28.600 0.466 43.700
29.150 0.478 17.000
29.700 0.490 27.000
30.250 0.503 13.400
30.800 0.516 15.900
31.350 0.529 25.900
31.900 0.542 9.270
32.450 0.555 25.600
33.000 0.568 5.850
33.550 0.581 14.700
34.100 0.594 7.250
34.650 0.606 21.200
35.200 0.619 9.360
35.750 0.632 30.700
37.400 0.672 41.300
38.500 0.701 6.930
39.050 0.715 21.400
39.600 0.729 11.500
40.150 0.744 18.700
40.700 0.759 30.100
41.250 0.772 41.200
41.800 0.786 8.460
42.350 0.799 20.300
43.450 0.825 23.700
44.000 0.837 56.600
45.100 0.862 29.500
45.650 0.875 47.900
46.200 0.889 24.900
46.750 0.903 45.400
47.300 0.917 8.280
47.850 0.932 35.500
48.400 0.947 10.200
48.950 0.961 45.000
49.500 0.976 10.500
50.050 0.990 14.000
50.600 1.005 14.000
51.150 1.019 50.200
51.700 1.032 26.000
52.250 1.047 10.600
52.800 1.061 9.900
53.350 1.075 22.700
53.900 1.089 19.200
54.450 1.104 19.200
55.000 1.118 12.800
55.550 1.133 25.700
56.100 1.147 8.190
56.650 1.161 28.000
57.200 1.174 6.930
57.750 1.188 19.700
58.300 1.201 9.450
58.850 1.215 35.600
59.400 1.229 12.600
59.950 1.244 20.700
60.500 1.258 13.100
61.050 1.273 19.600
61.600 1.287 17.100
62.150 1.302 26.100
62.700 1.316 16.800
63.250 1.330 46.800
63.800 1.345 63.400
64.350 1.359 45.400
64.900 1.373 10.300
65.450 1.387 12.000
66.000 1.401 12.000
66.550 1.416 10.100
67.100 1.432 40.600
67.650 1.448 39.600
68.200 1.463 10.400
68.750 1.479 8.640
69.300 1.494 5.400
69.850 1.510 8.460
70.400 1.525 12.800
70.950 1.541 8.010
71.500 1.556 10.900
72.050 1.572 20.000
72.600 1.588 10.400
73.150 1.604 15.600
73.700 1.621 6.570
74.250 1.637 16.700
74.800 1.654 9.270
75.350 1.670 14.900
75.900 1.686 9.180
76.450 1.702 24.300
77.550 1.737 18.600
78.100 1.754 12.800
78.650 1.771 24.500
79.200 1.787 11.900
79.750 1.804 26.500
80.300 1.822 32.000
80.850 1.839 22.000
81.400 1.856 6.660
81.950 1.873 18.100
82.500 1.889 24.200
83.050 1.905 27.800
83.600 1.922 12.900
84.150 1.938 30.200
84.700 1.956 8.460
85.250 1.973 15.600
85.800 1.990 13.600
86.350 2.007 25.200
86.900 2.025 8.960
87.450 2.044 30.700
88.000 2.061 4.860
88.550 2.078 21.500
89.100 2.095 8.100
89.650 2.113 23.400
90.200 2.130 9.270
90.750 2.147 23.300
91.300 2.165 12.000
91.850 2.184 21.000
92.400 2.202 6.030
92.950 2.219 14.000
93.500 2.237 7.650
94.050 2.253 21.300
94.600 2.271 29.100
95.150 2.289 38.900
95.700 2.306 10.900
96.250 2.327 22.200
96.800 2.347 19.400
97.350 2.367 18.200
98.450 2.405 23.900
99.000 2.424 56.300
358.600 11.554 25.100
359.150 11.573 45.600
361.350 11.649 30.200
361.900 11.667 32.900
362.450 11.686 10.700
363.000 11.704 7.500
363.550 11.723 6.120
364.100 11.742 12.000
364.650 11.760 23.300
365.200 11.779 18.900
365.750 11.798 26.100
366.300 11.820 5.670
366.850 11.841 11.300
367.400 11.863 14.600
367.950 11.884 9.090
368.500 11.905 25.600
369.050 11.927 15.600
369.600 11.949 15.800
370.150 11.972 20.100
370.700 11.993 11.800
371.250 12.014 13.200
371.800 12.037 11.200
372.350 12.059 20.700
372.900 12.082 14.100
373.450 12.106 15.100
374.000 12.131 13.500
374.550 12.156 12.200
375.100 12.181 17.900
375.650 12.205 25.600
376.200 12.227 12.800
376.750 12.250 14.700
377.300 12.273 15.800
377.850 12.297 14.100
378.400 12.324 17.100
378.950 12.350 25.000
379.500 12.376 19.300
380.050 12.402 17.400
380.600 12.427 10.800
381.150 12.452 24.000
381.700 12.477 13.400
382.250 12.503 34.400
382.800 12.530 20.300
383.350 12.559 21.500
383.900 12.588 19.400
384.450 12.617 22.900
385.000 12.646 30.700
385.550 12.673 23.500
386.100 12.700 29.100
386.650 12.727 29.700
387.200 12.754 33.500
387.750 12.784 29.100
388.300 12.813 18.300
388.850 12.841 31.800
389.400 12.867 22.200
389.950 12.894 27.400
390.500 12.922 24.500
391.050 12.950 47.700
392.700 13.032 32.900
393.250 13.059 43.300
393.800 13.087 28.700
394.350 13.115 38.900
394.900 13.143 24.800
395.450 13.170 34.800
396.000 13.196 31.100
396.550 13.222 24.700
397.100 13.249 26.800
397.650 13.275 37.800
398.200 13.300 37.900
398.750 13.327 40.000
399.300 13.354 36.200
399.850 13.383 41.500
400.400 13.412 45.400
400.950 13.440 39.600
401.500 13.468 39.100
402.050 13.495 38.300
402.600 13.520 40.100
403.150 13.546 90.300
403.700 13.572 34.800
404.250 13.600 41.100
404.800 13.629 35.100
405.350 13.658 37.100
405.900 13.687 35.600
406.450 13.715 49.300
407.000 13.742 68.900
407.550 13.770 54.700
408.100 13.796 41.300
408.650 13.822 36.100
409.200 13.848 27.400
409.750 13.875 29.200
410.300 13.903 25.000
410.850 13.930 24.600
411.400 13.956 26.800
411.950 13.979 34.000
412.500 14.002 25.300
413.050 14.028 21.100
413.600 14.053 90.700
414.150 14.080 24.300
414.700 14.106 22.100
415.250 14.131 24.600
415.800 14.156 29.600
416.350 14.180 24.400
416.900 14.205 45.500
417.450 14.230 25.500
418.000 14.252 22.900
418.550 14.273 38.700
419.100 14.295 27.600
419.650 14.318 49.200
420.200 14.341 31.000
420.750 14.364 35.000
421.300 14.390 24.100
421.850 14.417 34.700
422.400 14.442 29.300
422.950 14.467 35.600
423.500 14.493 29.200
424.050 14.520 43.900
424.600 14.547 32.800
425.150 14.574 75.700
425.700 14.601 58.700
426.250 14.631 50.900
426.800 14.660 39.800
427.350 14.688 36.400
427.900 14.716 107.000
428.450 14.744 38.300
429.000 14.770 91.500
429.550 14.796 44.600
430.100 14.823 33.000
430.650 14.850 52.600
431.200 14.876 31.600
431.750 14.904 33.900
432.300 14.933 29.200
432.850 14.959 32.200
433.400 14.984 46.800
433.950 15.014 78.600
434.500 15.042 71.600
435.050 15.070 85.400
435.600 15.097 48.800
436.150 15.125 48.000
436.700 15.153 39.000
437.250 15.182 87.200
437.800 15.211 39.500
438.350 15.242 46.900
438.900 15.273 53.900
439.450 15.304 41.500
440.000 15.335 63.500
440.550 15.366 41.400
441.100 15.397 44.700
441.650 15.427 63.900
442.200 15.457 62.700
442.750 15.487 49.100
443.300 15.518 51.600
443.850 15.549 64.700
444.400 15.581 61.700
444.950 15.612 73.300
445.500 15.642 66.700
446.050 15.672 49.800
446.600 15.703 47.000
447.150 15.734 64.200
447.700 15.765 68.100
448.250 15.797 67.300
448.800 15.830 66.200
449.350 15.862 87.100
449.900 15.894 73.900
