11.827 0.124 13.859
16.415 0.211 13.315
22.690 0.338 16.885
28.148 0.456 10.178
34.195 0.596 20.000
38.940 0.712 13.395
44.097 0.839 10.349
49.630 0.979 6.912
55.678 1.136 11.359
61.470 1.284 12.488
66.650 1.419 12.050
71.600 1.559 10.003
77.650 1.740 11.865
82.600 1.892 15.980
89.200 2.098 20.828
94.150 2.257 10.123
96.825 2.348 6.700
97.375 2.367 6.790
99.575 2.444 12.740
101.725 2.517 7.760
102.325 2.536 14.610
102.725 2.549 10.805
103.425 2.572 23.605
105.625 2.643 7.906
106.725 2.679 8.355
108.315 2.732 5.995
108.925 2.751 18.240
110.575 2.802 9.905
112.225 2.853 7.015
113.175 2.884 6.295
113.820 2.905 8.051
114.425 2.925 18.140
115.525 2.962 13.485
117.725 3.038 9.075
118.825 3.075 8.400
119.925 3.111 8.095
121.575 3.166 11.550
123.225 3.228 12.910
124.325 3.268 8.380
124.725 3.282 11.940
125.425 3.307 9.740
127.075 3.366 8.235
128.725 3.426 9.750
129.825 3.466 9.375
130.925 3.504 10.720
132.825 3.569 8.383
133.375 3.588 10.671
133.675 3.599 6.775
134.225 3.619 4.940
134.625 3.632 13.640
135.325 3.655 14.165
136.425 3.691 4.695
138.075 3.746 9.025
139.725 3.803 27.860
140.825 3.843 7.495
141.925 3.882 17.135
144.125 3.961 14.790
145.225 4.000 11.304
146.175 4.034 11.025
146.325 4.039 14.020
147.425 4.077 18.235
150.175 4.174 21.500
150.725 4.194 10.628
151.830 4.232 20.965
152.925 4.270 3.790
155.125 4.348 9.260
156.225 4.387 32.405
157.325 4.426 8.130
157.725 4.441 7.460
158.425 4.466 17.375
160.625 4.543 14.851
161.725 4.583 12.645
162.825 4.623 16.550
163.925 4.662 12.825
165.575 4.722 10.760
167.225 4.782 3.980
168.175 4.817 15.655
168.330 4.823 7.565
168.875 4.843 10.115
169.920 4.881 8.110
171.625 4.940 7.300
172.725 4.978 7.855
173.825 5.019 15.325
174.925 5.058 5.405
176.575 5.119 12.420
178.225 5.176 8.655
178.625 5.189 6.955
179.335 5.214 10.530
180.425 5.254 13.310
183.175 5.351 12.430
183.725 5.371 12.040
184.825 5.410 17.920
185.925 5.454 15.110
188.125 5.540 15.255
189.230 5.581 14.035
189.625 5.594 7.620
190.820 5.636 11.345
191.425 5.658 34.385
193.625 5.737 10.910
194.725 5.775 16.060
195.825 5.812 12.045
196.925 5.851 26.165
198.575 5.906 16.555
200.225 5.968 11.760
201.175 6.004 17.260
201.380 6.012 10.045
202.425 6.048 16.945
204.625 6.128 13.750
205.725 6.167 18.235
206.825 6.206 9.105
207.925 6.246 7.390
209.575 6.307 8.155
211.225 6.368 5.440
212.175 6.404 8.065
212.325 6.410 8.785
213.425 6.450 7.300
216.725 6.571 18.645
217.825 6.613 14.240
218.925 6.655 38.805
221.125 6.736 26.125
222.225 6.776 5.030
222.625 6.792 21.145
223.820 6.837 18.780
224.425 6.858 5.795
226.075 6.914 11.895
227.725 6.975 12.375
228.850 7.015 16.010
229.925 7.056 10.765
232.125 7.140 21.500
232.730 7.163 6.130
233.225 7.184 25.995
233.625 7.201 6.275
234.325 7.229 5.025
235.425 7.271 18.185
237.075 7.331 6.645
238.720 7.393 23.215
239.825 7.437 3.940
240.925 7.479 10.015
242.575 7.540 19.490
244.225 7.596 5.220
244.625 7.610 12.790
245.325 7.634 18.655
246.425 7.676 20.250
248.625 7.754 24.150
249.725 7.793 18.370
250.825 7.834 16.630
251.925 7.875 19.180
253.575 7.934 18.325
255.225 7.996 14.120
256.175 8.033 14.030
256.325 8.039 9.860
257.425 8.084 22.245
259.075 8.146 11.755
260.725 8.214 10.940
261.825 8.257 13.945
262.925 8.299 12.759
265.125 8.384 26.715
266.225 8.428 17.420
267.330 8.469 15.735
268.275 8.504 18.370
268.425 8.509 26.570
270.075 8.571 7.040
271.725 8.629 10.920
272.825 8.669 10.280
273.925 8.710 9.895
276.175 8.793 19.700
276.625 8.810 17.455
277.225 8.834 14.230
278.175 8.867 32.925
278.325 8.873 23.885
279.425 8.912 12.115
281.075 8.970 13.160
282.725 9.028 22.385
283.825 9.067 18.615
284.925 9.106 6.300
286.575 9.169 16.725
288.225 9.225 7.485
289.325 9.263 19.940
290.425 9.302 20.970
292.075 9.358 17.470
293.725 9.413 8.660
294.825 9.448 13.210
295.925 9.485 17.830
297.575 9.543 17.085
299.315 9.600 6.220
300.325 9.634 11.425
301.425 9.670 10.975
303.625 9.739 15.970
304.725 9.772 8.780
305.825 9.810 13.860
306.925 9.848 16.555
307.475 9.867 15.540
308.575 9.903 14.770
309.125 9.921 20.125
309.675 9.939 11.970
310.225 9.958 9.325
311.125 9.988 10.235
311.325 9.995 2.990
311.875 10.013 21.125
312.425 10.030 11.950
312.975 10.048 25.345
314.075 10.084 27.350
314.625 10.101 17.105
315.175 10.118 14.675
316.825 10.170 11.745
317.375 10.188 6.740
317.925 10.205 14.110
318.475 10.223 70.195
319.575 10.260 16.645
320.125 10.279 5.070
320.675 10.296 7.990
321.225 10.314 4.985
321.915 10.337 3.335
322.325 10.351 11.800
322.875 10.370 6.495
323.425 10.389 56.370
323.975 10.407 9.295
325.075 10.446 7.550
325.625 10.463 21.380
326.738 10.496 16.085
327.275 10.512 18.605
327.825 10.528 12.720
328.375 10.544 13.980
328.925 10.563 14.085
329.475 10.581 21.180
331.125 10.637 15.790
332.225 10.673 11.455
333.175 10.704 10.015
333.325 10.709 19.130
334.425 10.747 21.745
336.075 10.803 28.090
337.725 10.857 10.965
338.825 10.896 7.880
339.875 10.930 6.785
339.925 10.932 15.830
343.225 11.043 21.005
343.625 11.056 45.210
344.325 11.079 10.405
345.425 11.118 16.175
347.075 11.176 14.070
348.725 11.228 11.620
349.825 11.265 20.355
350.925 11.303 20.860
352.575 11.354 30.725
354.225 11.412 15.705
355.325 11.449 10.255
355.725 11.461 4.835
356.425 11.483 50.985
358.075 11.536 13.630
359.725 11.594 8.470
360.825 11.632 5.950
361.925 11.668 11.835
363.025 11.705 3.200
365.225 11.780 5.815
367.425 11.864 4.565
369.625 11.950 10.525
370.725 11.994 6.480
371.125 12.010 2.865
371.825 12.038 10.465
372.925 12.084 6.535
375.125 12.182 15.195
376.225 12.228 9.480
377.875 12.299 30.600
378.425 12.325 8.410
381.125 12.451 15.880
381.825 12.483 16.465
382.825 12.532 19.905
383.925 12.590 17.035
387.225 12.756 25.525
389.125 12.854 17.387
389.425 12.869 12.815
390.525 12.923 24.645
392.725 13.033 17.920
393.825 13.088 59.780
394.975 13.147 10.805
396.575 13.223 25.885
398.225 13.301 17.425
399.325 13.355 33.965
400.425 13.413 34.975
402.075 13.496 37.940
